Q4,Q5,Q7,Q9,Q15,Q16,Q19,Q21,Q23,Q24,Q25,Q26,Q28,Q30,Q35,Q37,Q38,Q39,Q40,cluster
1,1,1,2,2,1,2,2,1,1,1,2,1,2,1,2,2,1,2,cluster4
1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,cluster1
1,2,1,1,2,1,2,2,1,2,1,2,1,2,1,2,2,2,1,cluster4
1,1,1,1,1,2,2,1,1,2,2,2,1,2,1,1,2,2,1,cluster1
1,2,1,2,1,2,1,2,1,2,2,1,1,2,1,2,2,2,2,cluster5
1,2,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,cluster4
1,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,cluster4
1,1,2,1,2,2,2,2,1,2,2,2,1,2,1,1,2,2,1,cluster3
1,2,1,1,1,2,1,2,1,2,2,2,1,2,1,2,2,1,1,cluster5
1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,1,2,cluster3
2,1,2,2,2,2,1,2,1,1,1,2,1,1,1,1,2,1,2,cluster3
1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,2,2,2,1,cluster3
1,2,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,2,cluster5
1,2,2,2,1,2,1,2,1,2,2,2,1,1,1,2,1,1,2,cluster3
1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,cluster4
2,2,2,2,2,1,2,1,2,1,1,2,2,1,2,1,1,1,2,cluster2
1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,cluster4
1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,1,1,2,2,cluster2
2,1,2,2,1,1,1,2,1,2,1,2,1,1,1,1,2,1,2,cluster3
1,1,1,2,1,2,1,1,1,2,2,2,1,2,1,2,2,1,1,cluster5
1,2,2,2,1,1,1,2,1,2,2,2,2,1,1,1,1,2,2,cluster3
1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,cluster3
1,1,1,1,1,2,1,2,2,2,2,1,2,1,1,2,2,1,1,cluster3
1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,1,1,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,1,cluster1
1,1,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,cluster2
1,1,1,2,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,2,2,2,2,1,2,1,2,1,1,1,1,1,2,2,2,1,2,cluster2
1,1,2,1,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,cluster3
1,2,2,2,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,cluster3
1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,cluster4
2,2,2,2,1,1,1,1,2,1,1,2,2,1,2,1,1,1,2,cluster2
2,1,1,1,2,1,2,1,2,2,2,2,1,1,2,1,2,2,1,cluster2
1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,2,2,1,cluster4
2,2,2,2,2,1,2,1,2,1,1,2,2,1,2,1,1,1,2,cluster2
2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,cluster4
1,2,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,1,2,cluster2
2,2,1,2,2,1,2,2,1,2,1,2,1,2,2,2,2,1,2,cluster4
1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,1,1,cluster5
1,2,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
2,1,1,2,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,cluster4
1,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,cluster3
1,2,1,2,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,2,1,2,1,1,2,2,2,2,1,1,1,2,2,2,1,1,2,cluster4
1,2,2,2,2,1,2,2,1,1,1,2,1,1,2,2,1,1,2,cluster2
1,1,2,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,1,cluster3
1,1,1,2,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
2,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,1,1,2,cluster2
1,2,2,2,2,1,2,2,1,2,2,1,1,1,1,2,2,1,2,cluster3
1,1,2,1,2,1,2,1,2,1,1,2,1,2,2,1,1,2,2,cluster2
2,2,1,2,1,1,1,2,2,1,1,2,1,1,2,2,2,1,2,cluster2
1,2,1,2,1,1,1,1,2,2,2,2,1,2,1,1,2,1,1,cluster4
1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,2,1,1,1,2,1,2,1,1,2,1,1,2,1,2,2,2,1,cluster5
1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,2,2,2,1,cluster1
1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,1,1,cluster5
1,2,1,2,1,2,1,1,1,1,2,2,1,2,1,2,2,1,1,cluster4
2,2,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,1,2,cluster2
2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,cluster4
1,2,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1,1,cluster5
1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,cluster3
2,2,1,2,1,1,2,2,1,1,1,2,1,1,2,2,1,1,2,cluster2
1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,cluster3
1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,cluster4
1,1,1,2,1,2,1,2,1,1,2,1,1,2,2,2,2,2,2,cluster5
1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,2,2,1,cluster3
1,1,1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,1,2,cluster4
1,2,1,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,1,cluster1
1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,2,2,2,1,cluster5
1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,2,1,cluster5
1,2,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,1,2,2,1,2,2,2,1,2,2,1,1,1,1,1,2,2,2,cluster3
1,1,2,2,2,1,2,2,1,1,1,2,1,1,2,1,2,2,2,cluster2
1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,cluster3
1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,1,1,cluster5
2,1,2,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,1,cluster1
1,1,2,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,1,2,1,1,2,1,2,1,2,2,2,2,1,1,2,2,2,1,cluster3
1,2,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,cluster1
2,1,2,2,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,cluster3
1,1,1,2,1,2,1,2,1,2,2,1,1,2,1,2,2,1,2,cluster5
1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,cluster4
1,1,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,cluster1
1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,1,2,2,cluster2
2,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,cluster3
1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,1,cluster1
1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,2,cluster4
1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,2,1,2,1,2,1,2,1,2,2,1,1,2,1,2,2,2,2,cluster5
1,2,1,1,2,1,2,2,2,1,1,2,1,2,2,2,2,1,2,cluster4
2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,1,1,cluster4
1,2,2,2,1,2,1,1,2,1,2,1,1,1,2,2,2,2,1,cluster3
1,1,2,1,1,2,1,2,1,2,2,1,1,1,1,2,2,2,1,cluster3
2,1,1,2,1,2,1,1,1,2,2,2,2,2,1,1,2,1,1,cluster4
1,2,1,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,2,cluster4
2,2,2,2,1,1,1,2,2,1,2,2,1,1,2,2,2,1,2,cluster2
1,1,1,2,1,1,1,2,1,2,2,2,1,2,1,1,2,2,2,cluster1
1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,2,1,2,1,1,2,2,1,2,2,2,1,2,1,1,2,1,2,cluster4
1,2,2,2,1,2,1,2,1,1,2,2,1,1,1,1,2,1,2,cluster3
2,2,2,2,2,1,2,2,1,2,1,2,1,1,1,1,1,1,2,cluster2
1,1,2,2,1,1,1,2,1,2,2,1,2,2,1,2,1,2,1,cluster3
1,1,1,1,2,2,2,2,1,1,2,1,1,2,1,1,2,1,2,cluster5
2,2,1,2,2,2,2,2,1,2,1,2,1,1,1,1,1,2,2,cluster2
1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,2,2,cluster5
1,1,2,1,2,2,2,2,1,2,2,2,1,1,1,2,2,2,1,cluster3
1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,cluster4
1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
2,1,2,2,1,2,1,2,1,2,2,2,1,1,2,1,2,2,2,cluster3
1,2,2,2,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,cluster3
1,2,1,2,1,2,2,1,1,1,2,2,1,2,1,1,2,1,2,cluster4
1,1,1,2,1,2,1,2,1,2,2,1,1,2,1,2,2,1,2,cluster5
1,1,2,1,2,2,2,2,1,2,1,2,1,2,1,1,2,1,1,cluster3
1,2,1,2,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,cluster4
1,1,1,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,cluster5
1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,cluster3
1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,1,1,cluster5
1,2,2,2,2,1,2,1,2,1,1,2,2,1,2,1,1,1,2,cluster2
1,2,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,cluster4
1,2,2,2,1,2,2,1,1,1,2,2,1,2,1,2,2,1,2,cluster3
1,2,1,2,1,1,1,2,1,2,2,2,1,0,2,2,2,1,2,cluster3
1,1,1,2,1,2,1,2,1,2,2,1,2,2,1,1,2,2,2,cluster5
1,2,1,2,1,1,2,1,1,1,2,1,1,2,2,2,2,1,1,cluster4
1,1,1,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,1,cluster1
1,2,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,1,cluster5
1,1,1,2,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,cluster5
2,2,1,0,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,cluster4
2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,1,2,cluster2
1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,cluster3
2,1,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,1,cluster3
2,2,1,1,2,2,1,2,2,1,2,2,1,1,2,2,1,2,2,cluster2
1,2,1,2,1,2,1,2,1,2,2,1,1,2,1,1,1,1,1,cluster4
1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,1,cluster1
1,1,1,1,2,1,1,2,1,2,2,2,2,1,1,1,1,2,1,cluster3
1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,cluster1
1,1,2,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,cluster3
2,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,cluster4
1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,cluster3
1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,2,cluster3
2,1,2,2,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,cluster2
2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,cluster2
1,1,1,1,1,2,2,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
2,2,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,1,2,cluster4
1,2,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,1,1,2,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,cluster1
1,1,1,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,1,cluster1
1,1,2,1,1,2,1,2,1,2,2,1,1,1,1,1,2,2,1,cluster3
1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,cluster5
1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
2,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,1,cluster1
1,2,2,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,1,cluster1
1,1,1,1,2,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,1,1,2,1,2,1,2,1,1,2,2,1,2,1,1,1,1,2,cluster4
1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,cluster3
1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
2,1,2,1,1,1,2,2,1,2,2,2,1,2,2,1,2,2,1,cluster3
1,2,2,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,1,cluster3
1,1,1,2,1,1,1,0,1,1,1,2,0,2,1,1,1,2,2,cluster4
2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,cluster2
1,2,1,2,1,1,1,2,1,2,2,1,1,2,1,2,2,1,2,cluster5
1,1,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,cluster3
1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,1,cluster1
1,2,1,2,1,1,1,2,1,2,2,1,1,2,2,1,2,1,1,cluster4
1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,cluster3
1,1,2,2,1,2,1,2,1,2,2,2,1,1,1,2,2,1,2,cluster3
2,2,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,2,cluster3
1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,cluster5
1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,cluster3
1,2,1,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,1,cluster1
1,1,2,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,cluster2
2,2,2,2,2,1,2,1,2,1,1,2,2,1,2,1,1,1,2,cluster2
1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
2,2,2,2,1,1,1,1,2,1,2,2,1,1,1,1,2,1,2,cluster2
2,1,2,2,2,1,2,2,1,1,1,2,1,1,2,2,1,1,2,cluster2
1,2,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,2,1,2,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,cluster1
1,1,1,2,1,2,1,2,2,2,2,2,1,2,0,2,2,2,2,cluster4
1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2,cluster1
1,1,1,2,1,1,1,2,2,1,2,1,1,2,2,2,2,1,1,cluster4
1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,cluster3
1,2,1,2,1,1,1,2,1,2,2,2,1,1,2,1,2,2,2,cluster4
1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,cluster1
1,1,2,2,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,cluster1
1,2,2,2,1,2,1,2,1,1,2,2,1,2,1,2,2,2,1,cluster3
1,1,1,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2,1,cluster1
1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,cluster4
1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
2,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,cluster4
2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,cluster4
1,1,2,2,1,2,1,1,2,1,1,2,2,1,2,1,1,1,2,cluster2
2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,1,2,cluster2
1,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,cluster3
1,2,1,1,2,2,1,2,1,2,2,1,1,2,1,2,1,2,1,cluster4
1,2,2,1,2,1,1,2,1,1,1,1,1,2,1,2,2,2,2,cluster3
1,1,2,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,2,cluster3
1,1,1,2,1,1,1,2,1,2,2,1,1,2,1,2,2,1,1,cluster5
1,2,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,2,cluster3
1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,1,cluster5
2,2,2,2,1,1,1,1,2,1,1,2,2,1,2,1,2,1,2,cluster2
1,2,2,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,cluster2
1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,1,1,cluster5
1,2,2,2,1,2,1,2,1,2,2,1,1,1,1,1,2,2,2,cluster3
1,2,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,2,1,2,1,2,2,2,1,1,2,1,2,1,2,1,2,1,1,cluster4
1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,2,2,2,1,cluster5
2,2,1,2,2,1,2,1,1,2,1,2,1,2,2,2,2,1,2,cluster4
1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,1,2,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,1,cluster3
1,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,1,1,2,cluster3
2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,1,1,1,2,cluster2
1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,2,2,1,cluster4
1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,0,2,1,2,cluster3
1,2,1,2,1,2,1,2,2,2,2,1,1,2,2,2,2,1,1,cluster4
1,1,1,1,1,2,1,1,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,1,2,2,1,1,1,2,1,2,2,2,1,2,1,2,2,2,2,cluster1
1,1,1,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,1,cluster1
1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,2,1,cluster4
1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,1,1,1,2,2,2,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
2,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,cluster2
1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,cluster4
1,2,2,2,2,2,1,2,1,1,2,2,1,2,1,1,2,1,2,cluster3
2,2,1,2,1,2,1,2,1,1,2,2,1,2,1,1,2,2,2,cluster1
2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,cluster3
2,2,2,2,2,1,2,2,1,1,1,2,2,1,1,1,1,1,2,cluster2
1,1,1,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,cluster4
1,2,1,2,1,2,2,2,1,1,1,1,2,2,1,2,2,1,2,cluster4
1,1,2,2,1,1,2,2,1,2,2,1,1,1,2,1,2,2,2,cluster3
1,1,1,1,1,2,2,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,cluster4
1,2,1,2,1,2,1,2,1,2,1,2,2,2,1,1,1,2,2,cluster4
1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,1,cluster5
1,2,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,1,cluster5
1,1,1,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,1,cluster1
1,1,2,2,1,2,2,2,1,2,2,1,1,2,1,1,2,2,2,cluster3
1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,cluster4
1,1,1,1,1,2,1,2,1,2,2,2,1,1,1,2,2,2,1,cluster1
1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2,1,cluster5
1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,2,2,1,cluster5
2,2,1,2,1,1,1,1,1,2,2,2,1,2,1,2,2,1,2,cluster4
1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,1,cluster5
2,2,2,2,1,1,1,2,2,1,1,2,1,1,2,1,1,1,2,cluster2
2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,cluster2
1,2,2,1,2,2,2,2,1,1,2,1,1,1,1,2,1,2,1,cluster3
1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,1,cluster3
1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,cluster5
1,2,2,2,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,cluster3
1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,2,2,1,1,cluster4
1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,2,2,2,1,cluster5
1,1,1,1,2,2,2,2,1,1,2,1,1,2,1,1,2,2,2,cluster5
2,2,1,1,1,2,1,2,1,2,2,2,1,2,1,2,2,1,1,cluster5
1,2,1,1,1,2,2,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,2,2,1,cluster5
1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,cluster5
1,1,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,cluster1
2,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,2,1,cluster1
1,1,2,1,1,2,1,1,1,2,2,2,1,1,2,1,2,2,1,cluster3
2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,1,1,2,cluster2
1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,cluster4
1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,cluster3
2,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,1,2,cluster4
1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,1,2,1,1,2,1,2,1,1,2,2,1,2,1,2,2,2,1,cluster1
1,1,2,1,1,2,1,2,1,1,2,2,1,1,1,2,2,1,1,cluster3
1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,1,2,cluster5
1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,2,2,1,cluster5
1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,1,2,2,1,cluster5
1,1,1,1,2,2,1,2,1,2,2,1,2,2,1,1,1,2,1,cluster3
1,1,1,1,1,2,1,2,2,2,2,1,1,2,1,2,2,2,1,cluster4
2,1,1,2,1,1,1,2,1,2,1,2,1,2,1,2,2,1,2,cluster4
2,1,1,2,1,1,2,2,1,1,2,1,1,2,2,2,2,1,2,cluster4
1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,2,2,1,cluster1
1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,cluster4
1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,1,1,cluster5
1,2,1,2,1,1,1,2,1,2,1,2,1,2,2,1,2,1,2,cluster4
1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,1,cluster5
1,2,2,2,1,1,2,1,1,1,1,2,2,1,2,1,1,1,2,cluster2
1,1,2,1,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,cluster3
1,1,1,1,2,2,2,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,cluster2
1,2,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,2,cluster4
1,1,1,2,1,2,1,2,1,2,2,1,1,2,1,2,2,2,2,cluster5
1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,cluster3
2,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,cluster2
1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,2,2,2,cluster3
1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,1,1,2,2,cluster4
2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,1,1,2,cluster2
1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,2,2,1,cluster5
1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,2,2,1,cluster1
1,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,2,1,1,cluster5
1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,2,2,1,cluster5
1,2,2,2,1,2,1,2,1,2,2,2,1,1,1,2,2,2,2,cluster3
1,1,1,2,2,1,1,2,1,2,1,1,1,2,1,2,2,2,1,cluster5
1,2,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,1,1,cluster5
2,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,cluster3
2,2,1,2,1,2,1,2,1,2,2,1,1,2,2,2,2,1,1,cluster4
1,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,1,cluster3
2,2,2,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,cluster2
1,1,1,1,1,1,2,2,1,2,2,1,1,2,1,2,2,2,1,cluster5
1,2,1,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,cluster5
1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,2,1,cluster5
2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,1,1,2,cluster2
1,2,2,2,1,2,0,2,1,2,1,2,2,1,1,1,2,2,2,cluster3
1,2,1,2,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,cluster4
1,2,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,1,1,cluster5
1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,1,1,cluster5
2,1,2,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,1,cluster1
2,2,2,2,1,1,1,1,2,1,1,2,2,1,2,1,1,2,2,cluster2
1,2,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,cluster4
1,1,1,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,1,cluster1
1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,cluster4
